Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (Hz),Motor Optical Speed (Hz),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0,1135,,,,,23.73387083233092,0.4054678852089674,0,49.683333334327,9.623322414208014,,,
0.028169999999925494,1135,,,,-0.05641290646582155,23.734076364808008,0.40609857406698857,0,49.683333334327,9.638374568545547,0.005852948136081246,,
0,1135,,,,,23.733949128049115,0.4046100480393075,0,49.683333334327,9.602994296862432,,,
0.05323999999836087,1135,,,,,23.733771388202975,0.4070690094833407,0,49.650000000993,9.661282810299836,,,
0.10109999999962747,1135,,,,,23.733359887695915,0.4079156357980225,0,49.633333334326004,9.681208588212762,,,
0.07625999999977648,1135,,,,,23.733649612559468,0.4066592511073235,0,49.650000000993,9.65150817748705,,,
0.13155499999970197,1135,,,,,23.733513895360836,0.4074173081721025,0,49.633333334326004,9.669444344713103,,,
0.16200499999895693,1135,,,,,23.73356153705887,0.4094660818025879,0,49.616666667659004,9.718088449800101,,,
0.1895,1135,,,,-0.05818595072838404,23.733353614874673,0.40760007409684396,0,49.66666666766,9.673716691989515,0.0060148495744728496,,
0.21664499999955297,1135,,,,,23.733217695884864,0.410733970711248,0,49.700000000994,9.748038741985246,,,
0.250339999999851,1135,,,,,23.732935243277044,0.4072856059410049,0,49.733333334328,9.666082911316721,,,
0.2801949999984354,1135,,,,,23.73309460539893,0.4051775830911348,0,49.716666667661,9.616117911488788,,,
0.30786500000022354,1135,,,,,23.73278172515115,0.4034160182552198,0,49.700000000994,9.574184305680722,,,
0.3342949999999255,1135,,,,-0.05783425401217711,23.732741228407598,0.4016699952697004,0,49.683333334327,9.532730056951502,0.006066914059944763,,
0.36325,1135,,,,,23.73253409882841,0.40188352581614273,0,49.650000000993,9.537714480188995,,,
0.3918499999996275,1135,,,,,23.73236312161289,0.4011204773798407,0,49.633333334326004,9.51953682469309,,,
0.4229550000000745,1135,,,,,23.732122115397466,0.40345315725604214,0,49.616666667659004,9.57479959584305,,,
0.46161500000022354,1135,,,,,23.732537488313767,0.40319264397231414,0,49.600000000992004,9.568784538085291,,,
0.48897000000067053,1135,,,,-0.05767913964140718,23.732538604946058,0.4019864052319194,0,49.550000000991,9.540157880830018,0.006045931352698846,,
0.5162299999985844,1135,,,,,23.731971947890486,0.40357355114632604,0,49.50000000099,9.577596194715156,,,
0.5493600000012666,1135,,,,,23.731976548121928,0.4015183634951758,0,49.466666667656,9.528824386107807,,,
0.5783749999981374,1135,,,,,23.73191001789439,0.4024157234449713,0,49.433333334322,9.550093738581932,,,
0.6017749999985099,1135,,,,,23.73195615804164,0.40282170466818357,0,49.416666667655,9.55974703469293,,,
0.6275499999988824,1135,,,,-0.05762016443114386,23.7321773706493,0.4031458496436114,0,49.416666667655,9.5675288099833,0.006022470961469144,,
0.652019999999553,1135,,,,,23.732271352600744,0.4032560631917869,0,49.416666667655,9.570182316249,,,
0.6762849999982864,1135,,,,,23.732833321666778,0.403229617741662,0,49.433333334322,9.569781308222273,,,
0.6995099999997765,1135,,,,,23.73301500686834,0.4023889942724601,0,49.450000000989,9.549904039666954,,,
0.7324199999999255,1135,,,,,23.732714620074958,0.40289609768609397,0,49.466666667656,9.56181810792591,,,
0.7565749999992549,1135,,,,,23.73249256314987,0.4026904061523753,0,49.483333334323,9.556847069263046,,,
0.785105000000447,1135,,,,-0.05672488185018069,23.732191432046612,0.40334447637044113,0,49.466666667656,9.57224832628191,0.005925972657273715,,
0.8115649999994785,1135,,,,,23.732674206145656,0.40482003548433776,0,49.466666667656,9.607462014270112,,,
0.839484999999404,1135,,,,,23.732953603796705,0.4056515079023907,0,49.466666667656,9.62730841635761,,,
0.8668300000000745,1135,,,,,23.732633627190626,0.4072934802452115,0,49.450000000989,9.666146945403007,,,
0.8974699999988079,1135,,,,,23.732349219430027,0.4051216703784429,0,49.433333334322,9.614488957780027,,,
0.9268049999978394,1135,,,,-0.05638286226968474,23.73244801594295,0.4053907714499311,0,49.433333334322,9.6209154095785,0.00586044673187236,,
0.9554049999993295,1135,,,,,23.732274668311497,0.4045593076887172,0,49.416666667655,9.60111260969058,,,
0.9849399999994785,1135,,,,,23.732361719588813,0.40411380724859886,0,49.416666667655,9.59057504950394,,,
1.012964999999851,1135,,,,,23.732451790365033,0.40416392319980565,0,49.416666667655,9.591800822744183,,,
1.040035000000149,1135,,,,,23.732339654649998,0.4047507099617155,0,49.383333334321,9.605681324272162,,,
1.140589999999851,1135,,,,-0.058835466600716126,23.732185596112586,0.4144902988173411,0,49.383333334321,9.836760699321305,0.005981183074299604,,
1.175175000000745,1135,,,,,23.732261983072224,0.41329381229387785,0,49.400000000988,9.808397029340984,,,
1.1996299999989568,1135,,,,,23.732110535504415,0.411058428427862,0,49.483333334323,9.75528406000075,,,
1.2295599999986588,1135,,,,-0.05931407571775873,23.73182790369107,0.40867435268125774,0,49.566666667658005,9.698589406483958,0.006115742530362664,,
1.255394999999553,1135,,,,,23.731952762571584,0.40867036079905983,0,49.583333334325005,9.698545697946374,,,
1.3636349999997766,1135,,,,,23.732382241327358,0.40689577468375765,0,49.566666667658005,9.656606057175948,,,
1.3898100000005216,1135,,,,-0.059326909116525196,23.732372500343978,0.4081796877843842,0,49.533333334324,9.68707239757311,0.0061243383637133025,,
1.415214999999851,1135,,,,,23.732239183840296,0.4072907277018049,0,49.483333334323,9.665920967179602,,,
1.449734999999404,1135,,,,,23.73219265990108,0.4070690172201665,0,49.466666667656,9.660640342545582,,,
1.4799449999984353,1135,,,,,23.73219173591608,0.4056917949538287,0,49.450000000989,9.627955463532214,,,
1.5044799999985843,1135,,,,,23.731725980502063,0.40627942986720067,0,49.450000000989,9.641712101123012,,,
