Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0,1056,,,,,23.76962391859671,0.18385598240273088,0,1613,4.370187556897048,,,
0,1056,,,,,23.769772381723463,0.1854123881651829,0,1615,4.407210263438155,,,
0.02582499999925494,1056,,,,,23.769504726103996,0.18471178008347275,0,1620,4.390507529661187,,,
0.04878499999921769,1056,,,,0.01645654356844144,23.769409459708953,0.18635773456467924,0,1624,4.429613298851617,0.003715119686115224,,
0.10158499999996275,1056,,,,,23.76990002366621,0.18297274538962147,0,1626,4.349243864967034,,,
0.07583999999985098,1056,,,,,23.769585795824476,0.1843604402825496,0,1625,4.382171302652038,,,
0.12979999999888242,1056,,,,,23.769870170050723,0.18065273393962852,0,1624,4.2940920316096856,,,
0.1539349999995902,1056,,,,,23.769993999344322,0.18067101594401633,0,1622,4.294548964844711,,,
0.18403500000014902,1056,,,,,23.77024061684759,0.18228856600273724,0,1620,4.333043075585167,,,
0.26615000000037253,1056,,,,0.01941387704441012,23.770101820194256,0.18692079669498868,0,1618,4.4431263697517105,0.0043694181593792935,,
0.3000250000003725,1056,,,,,23.77026004433323,0.18760797078429123,0,1619,4.459490251932274,,,
0.3353199999993667,1056,,,,,23.77013009510923,0.1888347295312814,0,1620,4.488626087433324,,,
0.4065799999991432,1056,,,,0.021222990625412635,23.77043691946446,0.18875049294203944,0,1621,4.48668168599657,0.004730219817387968,,
0.43431000000052156,1056,,,,,23.770406649587063,0.18935286010029279,0,1622,4.500994484846329,,,
0.471179999999702,1056,,,,,23.77059068183662,0.18677726309138143,0,1623,4.439805869618938,,,
0.49704999999981375,1056,,,,,23.77057398818429,0.1866688450215645,0,1625,4.437225591874006,,,
0.5329699999997393,1056,,,,0.02291193710843968,23.770970697359285,0.1873468993568856,0,1626,4.453417654853647,0.00514479864323272,,
0.564199999999255,1056,,,,,23.77050629723554,0.18967613658116425,0,1626,4.508697799037873,,,
0.5923499999996275,1056,,,,,23.770294821289724,0.1906322203004901,0,1627,4.531384078979702,,,
0.6235800000000745,1056,,,,,23.770474268989773,0.1881791759553504,0,1627,4.473108260006355,,,
0.6501999999992549,1056,,,,0.0236668147294281,23.77060109833171,0.1853218882443322,0,1628,4.405212680245629,0.005372456779568806,,
0.6737949999989942,1056,,,,,23.770610569134085,0.18475724423425963,0,1628,4.391792502518979,,,
0.6979099999992177,1056,,,,,23.77060567655715,0.1832055837737975,0,1627,4.354907689630397,,,
0.7251649999991059,1056,,,,,23.770484109113234,0.18337931121679057,0,1626,4.35901500321885,,,
0.7576650000000372,1056,,,,,23.7706557009782,0.18349019857038565,0,1625,4.36168233472076,,,
0.7862750000003725,1056,,,,,23.770698162651037,0.1822192511610992,0,1625,4.331478818774788,,,
0.8180999999996275,1056,,,,0.0228350259666034,23.77102571624402,0.18136697187558476,0,1626,4.311278952531831,0.005296578165788451,,
0.844554999999702,1056,,,,,23.770853529953914,0.1794439874052291,0,1628,4.265536741440596,,,
0.872570000000298,1056,,,,,23.770780934641994,0.17735226063180226,0,1628,4.215801735742103,,,
0.8978099999995902,1056,,,,,23.7706887064549,0.17976650432338062,0,1628,4.27317361411866,,,
0.9267299999995157,1056,,,,,23.770356433404455,0.1810620317821265,0,1627,4.303909032017552,,,
0.9563449999997392,1056,,,,0.020809073229609554,23.76997378293617,0.1823643572839318,0,1627,4.334795991581063,0.0048004734871086065,,
0.9870099999997765,1056,,,,,23.76987638591966,0.1836237771364226,0,1627,4.364714484048426,,,
1.021679999999702,1056,,,,,23.76977096908747,0.17925439087721937,0,1627,4.260835816354787,,,
1.048734999999404,1056,,,,,23.769823750724186,0.1785838529476136,0,1625,4.244906709290022,,,
1.0806449999995529,1056,,,,,23.769940143196227,0.1784031172346515,0,1623,4.240631418027285,,,
1.1088899999996646,1056,,,,0.01959804488123592,23.770174573092824,0.18285521470570287,0,1623,4.346500375154927,0.0045089251558013185,,
1.1362949999999254,1056,,,,,23.7700683314967,0.18085480869893897,0,1623,4.2989311608535425,,,
1.1695849999999628,1056,,,,,23.769727250226033,0.18007663868911447,0,1622,4.2803725857777515,,,
1.1970699999993668,1056,,,,,23.76965525770641,0.18077827258123697,0,1620,4.297037217339682,,,
1.2223149999994785,1056,,,,,23.769375698323724,0.18233393711987952,0,1619,4.33396385395695,,,
1.247199999999255,1056,,,,0.01764663271977058,23.769891018004444,0.17911569294502971,0,1619,4.2575605009177035,0.0041447755624299185,,
1.2707999999998136,1056,,,,,23.770157432980756,0.17976669371286608,0,1620,4.273082610761259,,,
1.2931949999993666,1056,,,,,23.77013676917139,0.18064573271323792,0,1619,4.293973773360844,,,
1.316894999999553,1056,,,,,23.770303647247893,0.18202175277222318,0,1619,4.326712333800031,,,
1.342519999999553,1056,,,,,23.770463146461136,0.18397431507046888,0,1619,4.37315467627801,,,
1.3704599999999627,1056,,,,,23.77045353984845,0.18353464958659907,0,1620,4.362701860950619,,,
1.3949449999993666,1056,,,,0.016728162043607997,23.77025323642822,0.18646645976739962,0,1621,4.432354968771343,0.003774102516939223,,
1.4254950000001119,1056,,,,,23.77010678160773,0.18729212848458948,0,1623,4.451953893433287,,,
1.4490049999998882,1056,,,,,23.770073260108614,0.18660060322019636,0,1625,4.435510008924527,,,
1.4715249999994413,1056,,,,,23.77008462675253,0.18602696775840438,0,1625,4.421876766475437,,,
1.4947749999994413,1056,,,,,23.769937643619816,0.1875262941918441,0,1626,4.457488319479239,,,
1.5179850000003352,1056,,,,,23.769946646750846,0.1846043381753231,0,1626,4.38803526918618,,,
1.542589999999851,1056,,,,0.01635010017271344,23.77028180366679,0.18725804962895193,0,1626,4.451176609685209,0.003673208593237493,,
1.5701949999993667,1056,,,,,23.77026149744063,0.18646201520854208,0,1627,4.432250860846797,,,
1.6461650000000372,1056,,,,,23.77034902886544,0.19120557468131588,0,1627,4.545023246439675,,,
1.6786349999997765,1056,,,,,23.77070961276823,0.18908651293578227,0,1625,4.4947205906874235,,,
1.7042249999996275,1056,,,,0.01643919398683286,23.77083586773374,0.18871233980978844,0,1622,4.485850055834477,0.00366467754878507,,
1.7358449999997392,1056,,,,,23.770709864922694,0.18970696222277292,0,1621,4.509469158353385,,,
1.7660649999994784,1056,,,,,23.770587805966315,0.18916576247255337,0,1619,4.496581366736398,,,
1.8011499999994411,1056,,,,,23.770544051621435,0.18881351615942824,0,1618,4.488200003409225,,,
1.8301499999994413,1056,,,,,23.770243935183068,0.18709316580117505,0,1618,4.447250189699582,,,
1.8648650000002236,1056,,,,0.016473868624687242,23.770196200964882,0.18552464497018445,0,1617,4.409957211055637,0.0037356073622183275,,
1.8946199999991804,1056,,,,,23.770468962435146,0.18471858962772264,0,1615,4.390847501530576,,,
1.9722799999993295,1056,,,,,23.771037886256874,0.18325914222093942,0,1613,4.356260012736888,,,
2.0035099999997765,1056,,,,0.01648646834639744,23.771039011006643,0.18289446626013595,0,1611,4.34759149236693,0.003792092328670425,,
2.032594999999739,1056,,,,,23.77101434194029,0.18133487295551967,0,1611,4.310513865719579,,,
2.057104999999516,1056,,,,,23.770733821444754,0.182960329565508,0,1611,4.3491012939855,,,
2.0816449999995528,1056,,,,,23.770627832033263,0.18304912147446117,0,1609,4.3511925415500645,,,
2.107534999999218,1056,,,,,23.77041803110548,0.18157760845708323,0,1607,4.316175658113262,,,
2.1426849999995903,1056,,,,,23.76986071917017,0.1842986099608968,0,1606,4.380752289507185,,,
2.1860849999999625,1056,,,,0.014844512716932257,23.77023006433071,0.18423619900052773,0,1605,4.37933683642036,0.0033896713752363614,,
2.2102599999997765,1056,,,,,23.77044136005558,0.18285934340865714,0,1602,4.346647299633751,,,
2.2371349999997765,1056,,,,,23.77015659952304,0.18323895299498727,0,1601,4.355618607823489,,,
2.267024999999441,1056,,,,,23.769958932312157,0.18337587657713575,0,1600,4.358837055415259,,,
2.300769999999553,1056,,,,0.013842101193209323,23.76992254946247,0.1840662187388345,0,1901,4.3752397633945135,0.0031637354617727233,,
2.3279599999999627,1056,,,,,23.770378811587555,0.1810682901714599,0,2689,4.304061848142058,,,
2.354040000000037,1056,,,,,23.770246005714053,0.1844794930461922,0,2446,4.385122932717404,,,
2.3833799999998884,1056,,,,,23.77058710084007,0.18153074666433924,0,1892,4.31509242506521,,,
2.4159099999992177,1056,,,,,23.771111235848846,0.181747073472401,0,1796,4.320329900302437,,,
2.455254999998957,1056,,,,0.01213202419302602,23.77115758612653,0.1825938640494004,0,1676,4.340467516578061,0.0027950961841526857,,
2.483414999999106,1056,,,,,23.771421458987074,0.1834963228493212,0,1610,4.361968426625574,,,
2.5084899999992922,1056,,,,,23.771581451911647,0.1839384510080852,0,1598,4.372507870277158,,,
2.5374199999999254,1056,,,,,23.771556246091723,0.185108700992536,0,1597,4.400321897285044,,,
2.5716499999994413,1056,,,,,23.77116154151472,0.1841208689056727,0,1597,4.3767669179208,,,
2.597354999999516,1056,,,,0.011466078494490788,23.771161330558993,0.18285765849154254,0,1501,4.346738900530718,0.0026378576576317546,,
2.621424999999814,1056,,,,,23.770925917896417,0.18197399935336667,0,1420,4.325690457612209,,,
2.6485,1056,,,,,23.77096213280194,0.18469942754935442,0,1406,4.3904830982259,,,
2.673519999999553,1056,,,,,23.771036659317133,0.1854608201354827,0,969,4.4085959543075806,,,
2.697964999999851,1056,,,,,23.771052323641296,0.18611829345949535,0,828,4.424227692212489,,,
2.7220750000001863,1056,,,,,23.770864592254355,0.18471492692387453,0,803,4.39083351607558,,,
2.7460949999997393,1056,,,,0.01117659775743211,23.77080881096557,0.1817128099326973,0,799,4.319460463413473,0.0025874985665686016,,
2.772044999998994,1056,,,,,23.77080360854388,0.17917138793991905,0,855,4.259047874990043,,,
2.798324999999255,1056,,,,,23.77038950358157,0.18149248440699525,0,1006,4.3141470463269815,,,
2.8239049999993293,1056,,,,,23.770416273293453,0.18002944251529254,0,1364,4.279374790037458,,,
2.8480299999993295,1056,,,,,23.77037642364415,0.1809384200124434,0,1523,4.300974353195207,,,
2.8734549999991432,1056,,,,,23.770405173054407,0.17955333467506207,0,1582,4.268055515399265,,,
2.896024999999441,1056,,,,0.013684394029316992,23.770540169337742,0.17947018368507686,0,1592,4.266103210484543,0.0032077034600770295,,
2.9230800000000743,1056,,,,,23.77057330603651,0.17901541645937655,0,1593,4.255299079858265,,,
2.9487949999999254,1056,,,,,23.77071785822898,0.17867103130244097,0,1592,4.247138674529123,,,
2.9736650000000373,1056,,,,,23.770989610774016,0.17707342739107598,0,1590,4.209210602857414,,,
2.999129999999888,1056,,,,,23.771438316794935,0.18205898217015026,0,1589,4.327803864676196,,,
3.028424999999814,1056,,,,,23.771753501357097,0.18235154206960844,0,1588,4.3348159086710805,,,
3.054804999999702,1056,,,,0.013974103944247765,23.771369164481378,0.18336136931635733,0,1590,4.358750800523938,0.003205988271357019,,
3.089574999999255,1056,,,,,23.77153186314053,0.18391461242541823,0,1592,4.371932069367971,,,
3.1229599999990314,1056,,,,,23.77154625576537,0.18645549288128827,0,1594,4.4323353736690745,,,
3.152949999999255,1056,,,,,23.77137177082278,0.18518889130004892,0,1595,4.402193982919951,,,
3.1811849999995903,1056,,,,,23.77124508432654,0.18379277559141782,0,1596,4.368983113312222,,,
3.206879999998957,1056,,,,0.01408625438710254,23.771023359388394,0.1850383620469354,0,1597,4.398551226600668,0.0032024759202335853,,
3.2645799999991434,1056,,,,,23.770217350834184,0.1828529544813417,0,1597,4.346454471263682,,,
3.2949150000000373,1056,,,,,23.77026824797434,0.18015593309960173,0,1599,4.2823548562416525,,,
3.3225600000005215,1056,,,,,23.770015655802183,0.178582266111339,0,1601,4.24490326131516,,,
3.3513399999998508,1056,,,,0.01413107902541326,23.77021112388636,0.17858729277490873,0,1601,4.245057653302886,0.0033288308851161332,,
3.380125,1056,,,,,23.77031266822401,0.17951585664467493,0,1599,4.267148041348001,,,
3.411819999999367,1056,,,,,23.770076213036617,0.17945067079372007,0,1597,4.26555612124727,,,
3.442139999999665,1056,,,,,23.77013718742245,0.17740834687796544,0,1597,4.217020743483068,,,
3.479424999999814,1056,,,,,23.770590024516014,0.17607186869707356,0,1599,4.1853322056485505,,,
3.5053849999997766,1056,,,,0.014815076050397964,23.77071370632372,0.17580796698776055,0,1601,4.1790808505568675,0.0035450560973051856,,
3.533860000000335,1056,,,,,23.770795336164998,0.17976077823453177,0,1601,4.2730566688827984,,,
3.571735000000335,1056,,,,,23.770372028509826,0.1816594190609272,0,1602,4.318111973561209,,,
3.603289999999106,1056,,,,,23.77033945108275,0.1798710092775333,0,1603,4.275594947935821,,,
3.6315149999996645,1056,,,,0.01691857122144992,23.770472718334787,0.18077414650241852,0,1602,4.297086917615996,0.003937218759083484,,
3.6616749999998137,1056,,,,,23.77082897628471,0.1840026749527506,0,1599,4.373896117480741,,,
3.693780000000261,1056,,,,,23.77048610059659,0.17997478354118848,0,1598,4.278088090623701,,,
3.7197299999995157,1056,,,,,23.770582743356833,0.17876029785367958,0,1597,4.249236451358003,,,
3.7454699999997394,1056,,,,,23.770555933079343,0.17938547566248494,0,1597,4.264092482817142,,,
